Unidades territoriales;Indicadores de renta media;Periodo;Total
Mallorca;Renta bruta media por hogar;2017;41.654
Mallorca;Renta bruta media por hogar;2016;39.506
Mallorca;Renta bruta media por hogar;2015;37.509
Menorca;Renta neta media por persona ;2020;12.664
Menorca;Renta neta media por persona ;2019;13.262
Menorca;Renta neta media por persona ;2018;12.672
Menorca;Renta neta media por persona ;2017;12.138
Menorca;Renta neta media por persona ;2016;11.449
Menorca;Renta neta media por persona ;2015;11.127
Menorca;Renta neta media por hogar;2020;33.078
Menorca;Renta neta media por hogar;2019;34.886
Menorca;Renta neta media por hogar;2018;33.230
Menorca;Renta neta media por hogar;2017;31.847
Menorca;Renta neta media por hogar;2016;30.308
Menorca;Renta neta media por hogar;2015;29.217
Menorca;Media de la renta por unidad de consumo;2020;19.351
Menorca;Media de la renta por unidad de consumo;2019;20.219
Menorca;Media de la renta por unidad de consumo;2018;19.408
Menorca;Media de la renta por unidad de consumo;2017;18.544
Menorca;Media de la renta por unidad de consumo;2016;17.639
Menorca;Media de la renta por unidad de consumo;2015;17.009
Menorca;Mediana de la renta por unidad de consumo;2020;16.450
Menorca;Mediana de la renta por unidad de consumo;2019;17.850
Menorca;Mediana de la renta por unidad de consumo;2018;16.450
Menorca;Mediana de la renta por unidad de consumo;2017;15.750
Menorca;Mediana de la renta por unidad de consumo;2016;15.050
Menorca;Mediana de la renta por unidad de consumo;2015;14.350
Menorca;Renta bruta media por persona;2020;15.453
Menorca;Renta bruta media por persona;2019;16.215
Menorca;Renta bruta media por persona;2018;15.489
Menorca;Renta bruta media por persona;2017;14.767
Menorca;Renta bruta media por persona;2016;13.878
Menorca;Renta bruta media por persona;2015;13.391
Menorca;Renta bruta media por hogar;2020;40.364
Menorca;Renta bruta media por hogar;2019;42.656
Menorca;Renta bruta media por hogar;2018;40.616
Menorca;Renta bruta media por hogar;2017;38.747
Menorca;Renta bruta media por hogar;2016;36.737
Menorca;Renta bruta media por hogar;2015;35.162
Palma, La;Renta neta media por persona ;2020;10.586
Palma, La;Renta neta media por persona ;2019;10.316
Palma, La;Renta neta media por persona ;2018;9.867
Palma, La;Renta neta media por persona ;2017;9.378
Palma, La;Renta neta media por persona ;2016;8.849
Palma, La;Renta neta media por persona ;2015;8.536
Palma, La;Renta neta media por hogar;2020;28.931
Palma, La;Renta neta media por hogar;2019;28.665
Palma, La;Renta neta media por hogar;2018;27.394
Palma, La;Renta neta media por hogar;2017;26.113
Palma, La;Renta neta media por hogar;2016;24.876
Palma, La;Renta neta media por hogar;2015;24.019
Palma, La;Media de la renta por unidad de consumo;2020;16.276
Palma, La;Media de la renta por unidad de consumo;2019;15.937
Palma, La;Media de la renta por unidad de consumo;2018;15.250
Palma, La;Media de la renta por unidad de consumo;2017;14.496
Palma, La;Media de la renta por unidad de consumo;2016;13.707
Palma, La;Media de la renta por unidad de consumo;2015;13.236
Palma, La;Mediana de la renta por unidad de consumo;2020;13.650
Palma, La;Mediana de la renta por unidad de consumo;2019;13.650
Palma, La;Mediana de la renta por unidad de consumo;2018;12.950
Palma, La;Mediana de la renta por unidad de consumo;2017;12.250
Palma, La;Mediana de la renta por unidad de consumo;2016;11.550
Palma, La;Mediana de la renta por unidad de consumo;2015;10.850
Palma, La;Renta bruta media por persona;2020;12.373
Palma, La;Renta bruta media por persona;2019;12.042
Palma, La;Renta bruta media por persona;2018;11.464
Palma, La;Renta bruta media por persona;2017;10.881
Palma, La;Renta bruta media por persona;2016;10.249
Palma, La;Renta bruta media por persona;2015;9.858
Palma, La;Renta bruta media por hogar;2020;33.814
Palma, La;Renta bruta media por hogar;2019;33.463
Palma, La;Renta bruta media por hogar;2018;31.826
Palma, La;Renta bruta media por hogar;2017;30.300
Palma, La;Renta bruta media por hogar;2016;28.812
Palma, La;Renta bruta media por hogar;2015;27.740
Tenerife;Renta neta media por persona ;2020;10.676
Tenerife;Renta neta media por persona ;2019;10.799
Tenerife;Renta neta media por persona ;2018;10.255
Tenerife;Renta neta media por persona ;2017;9.763
Tenerife;Renta neta media por persona ;2016;9.265
Tenerife;Renta neta media por persona ;2015;9.112
Tenerife;Renta neta media por hogar;2020;28.835
Tenerife;Renta neta media por hogar;2019;29.497
Tenerife;Renta neta media por hogar;2018;27.949
Tenerife;Renta neta media por hogar;2017;26.565
Tenerife;Renta neta media por hogar;2016;25.551
Tenerife;Renta neta media por hogar;2015;24.822
Tenerife;Media de la renta por unidad de consumo;2020;16.350
Tenerife;Media de la renta por unidad de consumo;2019;16.597
Tenerife;Media de la renta por unidad de consumo;2018;15.781
Tenerife;Media de la renta por unidad de consumo;2017;15.042
Tenerife;Media de la renta por unidad de consumo;2016;14.344
Tenerife;Media de la renta por unidad de consumo;2015;14.058
Tenerife;Mediana de la renta por unidad de consumo;2020;13.650
Tenerife;Mediana de la renta por unidad de consumo;2019;14.350
Tenerife;Mediana de la renta por unidad de consumo;2018;12.950
Tenerife;Mediana de la renta por unidad de consumo;2017;12.950
Tenerife;Mediana de la renta por unidad de consumo;2016;11.550
Tenerife;Mediana de la renta por unidad de consumo;2015;11.550
Tenerife;Renta bruta media por persona;2020;12.559
Tenerife;Renta bruta media por persona;2019;12.743
Tenerife;Renta bruta media por persona;2018;12.075
Tenerife;Renta bruta media por persona;2017;11.474
Tenerife;Renta bruta media por persona;2016;10.883
Tenerife;Renta bruta media por persona;2015;10.666
Tenerife;Renta bruta media por hogar;2020;33.922
Tenerife;Renta bruta media por hogar;2019;34.807
Tenerife;Renta bruta media por hogar;2018;32.910
Tenerife;Renta bruta media por hogar;2017;31.222
Tenerife;Renta bruta media por hogar;2016;30.012
Tenerife;Renta bruta media por hogar;2015;29.057
